vhu,source,destination,started_at,completed_at
357020141243973344,6-02-03-05-999-01,6-02-20-01-074-01,17.03.2021 00:57:31,17.03.2021 00:57:34
357020141242052415,6-02-01-09-999-01,6-02-80-80-003-01,17.03.2021 00:57:32,17.03.2021 00:57:34
357020141242122972,6-02-01-09-999-01,6-02-80-80-003-01,17.03.2021 00:57:36,17.03.2021 00:57:38
357020141242059032,6-02-01-09-999-01,6-02-80-80-003-01,17.03.2021 00:57:39,17.03.2021 00:57:41
357020141242051968,6-02-01-09-999-01,6-02-80-80-003-01,17.03.2021 00:57:44,17.03.2021 00:57:45
357020141243970428,6-02-20-01-011-01,SPE_40,17.03.2021 00:58:05,17.03.2021 00:58:25
357020141243971210,6-02-03-02-924-01,6-02-80-90-007-01,17.03.2021 00:58:16,17.03.2021 00:59:45
357020141223677163,6-02-01-02-888-01,6-02-01-02-888-01,17.03.2021 00:58:19,17.03.2021 00:58:23
357020141243970817,6-02-20-01-011-01,6-02-22-20-067-01,17.03.2021 00:58:26,17.03.2021 00:59:13
357020141243923394,6-13-01-20-999-01,6-13-01-20-031-50,17.03.2021 00:58:30,17.03.2021 00:59:15
357020141243946324,6-12-01-09-999-01,6-12-03-80-044-01,17.03.2021 00:58:40,17.03.2021 01:01:12
357020141243973771,6-12-03-02-999-01,6-13-01-13-998-01,17.03.2021 00:59:08,17.03.2021 01:01:13
357020141243973795,6-12-03-02-999-01,6-13-01-13-998-01,17.03.2021 00:59:15,17.03.2021 01:01:09
357020141241931865,6-02-01-08-999-01,6-02-80-80-003-01,17.03.2021 00:59:21,17.03.2021 00:59:25
357020141240071616,6-02-01-08-999-01,6-02-80-80-003-01,17.03.2021 00:59:28,17.03.2021 00:59:29
357020141240074716,6-02-01-08-999-01,6-02-80-80-003-01,17.03.2021 00:59:31,17.03.2021 00:59:32
357020141240081523,6-02-01-08-999-01,6-02-80-80-003-01,17.03.2021 00:59:33,17.03.2021 00:59:35
357020141243970428,SPE_40,6-02-22-20-068-01,17.03.2021 00:59:37,17.03.2021 00:59:43
357020141243923387,6-13-01-20-999-01,6-13-01-20-025-50,17.03.2021 00:59:37,17.03.2021 01:00:14
357020141243973337,6-12-03-02-997-01,6-13-01-05-999-01,17.03.2021 00:59:39,17.03.2021 00:59:42
357020141243968579,6-02-03-02-924-01,6-02-80-90-007-01,17.03.2021 00:59:47,17.03.2021 00:59:49
357020141243973948,SPE_25,6-13-01-12-999-01,17.03.2021 00:59:48,17.03.2021 01:01:55
357020141243969545,6-12-03-04-910-01,6-12-03-80-048-01,17.03.2021 00:59:53,17.03.2021 01:00:33
357020141243896070,6-02-01-05-999-01,6-02-01-05-999-01,17.03.2021 01:00:22,17.03.2021 01:00:35
357020141243970329,6-12-03-04-910-01,6-12-03-80-048-01,17.03.2021 01:00:35,17.03.2021 01:00:41
357020141243971067,6-02-03-05-918-01,6-02-80-90-009-01,17.03.2021 01:01:01,17.03.2021 01:01:02
357020141243969316,6-13-20-02-022-01,SPE_24,17.03.2021 01:01:03,17.03.2021 01:01:14
357020141243950970,6-02-03-05-918-01,6-02-80-90-009-01,17.03.2021 01:01:04,17.03.2021 01:01:05
357020141243946324,6-12-03-80-044-01,6-12-03-80-044-01,17.03.2021 01:01:13,17.03.2021 01:01:15
357020141243938541,6-02-03-02-922-01,6-02-80-90-007-01,17.03.2021 01:01:16,17.03.2021 01:02:30
357020141243945471,6-12-01-09-999-01,6-12-03-80-044-01,17.03.2021 01:01:16,17.03.2021 01:01:20
357020141243968517,6-13-20-02-023-01,6-13-66-28-999-01,17.03.2021 01:01:20,17.03.2021 01:02:37
357020141243946355,6-12-01-09-999-01,6-12-03-80-044-01,17.03.2021 01:01:22,17.03.2021 01:01:23
357020141241052430,6-12-01-06-045-50,6-12-01-06-999-01,17.03.2021 01:01:28,17.03.2021 01:02:08
357020141243923370,6-13-01-20-999-01,6-13-01-20-027-60,17.03.2021 01:01:33,17.03.2021 01:02:22
357020141243970145,6-13-03-03-903-01,6-13-80-90-024-01,17.03.2021 01:01:42,17.03.2021 01:01:43
357020141243968234,6-13-03-03-903-01,6-13-80-90-024-01,17.03.2021 01:01:44,17.03.2021 01:01:46
357020141243861559,6-13-80-80-030-01,6-13-01-19-999-01,17.03.2021 01:01:52,17.03.2021 01:01:56
357020141243973962,SPE_25,6-13-01-12-999-01,17.03.2021 01:01:56,17.03.2021 01:02:01
357020141243861535,6-13-80-80-030-01,6-13-01-19-999-01,17.03.2021 01:01:58,17.03.2021 01:02:00
357020141243971975,6-13-08-01-888-01,6-13-04-13-154-01,17.03.2021 01:02:05,17.03.2021 01:03:18
357020141243974310,6-02-03-05-999-01,6-02-01-09-999-01,17.03.2021 01:02:12,17.03.2021 01:03:40
357020141243965424,6-12-20-03-235-01,6-12-20-02-999-01,17.03.2021 01:02:22,17.03.2021 01:02:36
357020141243861580,6-13-80-80-030-01,6-13-01-21-999-01,17.03.2021 01:02:27,17.03.2021 01:02:30
357020141243933218,6-02-03-02-922-01,6-02-80-90-007-01,17.03.2021 01:02:31,17.03.2021 01:02:33
357020141242692697,6-02-01-06-999-01,6-02-80-80-003-01,17.03.2021 01:02:38,17.03.2021 01:02:45
357020141243969316,SPE_24,6-13-77-19-999-01,17.03.2021 01:02:43,17.03.2021 01:03:33
357020141243924278,6-13-01-20-998-01,6-13-01-20-031-60,17.03.2021 01:02:44,17.03.2021 01:05:05
357020141243973979,6-12-03-02-999-01,U_CZTOMBIL,17.03.2021 01:02:45,17.03.2021 01:06:35
357020141243965332,6-12-20-03-235-01,6-12-20-03-999-01,17.03.2021 01:02:55,17.03.2021 01:03:08
357020141243966988,6-12-20-03-234-01,SPE_22,17.03.2021 01:02:56,17.03.2021 01:03:28
357020141243646316,6-02-01-07-999-01,6-02-80-80-003-01,17.03.2021 01:02:56,17.03.2021 01:02:57
357020141243959034,6-13-20-02-024-01,6-13-05-01-001-01,17.03.2021 01:03:06,17.03.2021 01:06:24
357020141241017941,6-12-01-07-044-70,6-12-01-07-999-01,17.03.2021 01:03:06,17.03.2021 01:03:46
357020141243969187,6-13-20-02-025-01,6-13-77-18-999-01,17.03.2021 01:03:12,17.03.2021 01:05:16
357020141243958730,6-02-08-02-888-01,SPE_06,17.03.2021 01:03:12,17.03.2021 01:03:29
357020141243954213,6-13-01-08-999-01,6-13-01-08-037-60,17.03.2021 01:03:12,17.03.2021 01:04:12
357020141243969187,6-13-20-02-025-01,6-13-77-18-999-01,17.03.2021 01:03:12,17.03.2021 01:05:16
357020141243968906,6-12-20-03-235-01,SPE_32,17.03.2021 01:03:23,17.03.2021 01:03:26
357020141243973856,6-13-03-01-999-01,6-12-01-06-998-01,17.03.2021 01:03:26,17.03.2021 01:05:42
357020141243965875,6-12-20-03-231-01,6-12-44-36-999-01,17.03.2021 01:03:32,17.03.2021 01:05:43
357020141243963376,6-02-08-02-888-01,6-02-01-16-888-01,17.03.2021 01:03:39,17.03.2021 01:04:36
357020141243973993,6-02-03-05-999-01,6-02-01-09-999-01,17.03.2021 01:03:42,17.03.2021 01:03:45
357020141243965141,6-02-03-02-924-01,6-02-80-90-007-01,17.03.2021 01:03:49,17.03.2021 01:05:15
357020141243969866,6-12-20-03-234-01,SPE_10,17.03.2021 01:03:54,17.03.2021 01:04:14
357020141243959805,6-12-20-03-232-01,SPE_31,17.03.2021 01:04:10,17.03.2021 01:04:24
357020141243974716,6-12-03-02-999-01,SPE_27,17.03.2021 01:04:11,17.03.2021 01:05:26
357020141243970466,6-12-20-03-235-01,6-12-33-30-033-01,17.03.2021 01:04:16,17.03.2021 01:05:30
357020141243967237,6-12-20-03-231-01,6-12-33-30-010-01,17.03.2021 01:04:28,17.03.2021 01:05:27
357020141243974297,6-13-03-01-998-01,6-13-01-13-999-01,17.03.2021 01:04:34,17.03.2021 01:06:47
357020141243711618,6-02-01-16-888-01,6-02-01-16-077-40,17.03.2021 01:04:37,17.03.2021 01:05:19
357020141242425042,6-02-01-08-999-01,6-02-80-80-003-01,17.03.2021 01:04:41,17.03.2021 01:04:43
357020141238202213,6-02-01-09-999-01,6-02-80-80-003-01,17.03.2021 01:04:45,17.03.2021 01:04:46
357020141243958730,SPE_06,6-02-20-01-074-01,17.03.2021 01:04:46,17.03.2021 01:05:50
357020141243953841,6-13-01-08-999-01,6-13-01-08-047-60,17.03.2021 01:04:50,17.03.2021 01:05:49
357020141240961290,6-12-01-08-020-60,6-12-01-08-999-01,17.03.2021 01:04:50,17.03.2021 01:06:08
357020141243968678,6-12-20-03-235-01,SPE_33,17.03.2021 01:04:55,17.03.2021 01:05:07
357020141241514723,6-02-01-13-082-20,6-02-01-13-888-01,17.03.2021 01:04:57,17.03.2021 01:05:47
357020141243967800,6-12-20-03-234-01,6-12-33-30-027-01,17.03.2021 01:05:12,17.03.2021 01:06:16
357020141243972798,6-02-03-02-915-01,6-02-80-90-007-01,17.03.2021 01:05:16,17.03.2021 01:05:19
357020141243965608,6-12-01-16-040-60,6-12-01-16-998-01,17.03.2021 01:05:17,17.03.2021 01:05:53
357020141243879462,6-13-01-20-033-30,6-13-01-20-999-01,17.03.2021 01:05:25,17.03.2021 01:05:44
357020141243959805,SPE_31,6-12-33-30-034-01,17.03.2021 01:05:28,17.03.2021 01:06:06
357020141243969866,SPE_10,6-12-44-38-999-01,17.03.2021 01:05:31,17.03.2021 01:06:21
357020141240218417,6-12-01-06-999-01,6-12-01-06-998-01,17.03.2021 01:05:34,17.03.2021 01:05:49
357020141243711663,6-02-01-16-888-01,6-02-01-16-071-50,17.03.2021 01:05:34,17.03.2021 01:13:14
357020141243967770,6-02-20-01-074-01,6-13-01-01-998-01,17.03.2021 01:05:42,17.03.2021 01:06:43
357020141243965875,6-12-44-36-999-01,6-12-44-37-999-01,17.03.2021 01:05:47,17.03.2021 01:05:49
357020141243974716,SPE_27,6-13-01-08-998-01,17.03.2021 01:05:57,17.03.2021 01:08:07
357020141243974785,6-12-03-02-999-01,6-13-01-08-998-01,17.03.2021 01:06:02,17.03.2021 01:08:03
357020141243924322,6-13-01-20-998-01,6-13-01-20-034-40,17.03.2021 01:06:13,17.03.2021 01:06:54
357020141243968678,SPE_33,6-12-44-40-018-01,17.03.2021 01:06:18,17.03.2021 01:07:17
357020141243890177,6-13-01-26-998-01,6-13-01-26-052-10,17.03.2021 01:06:20,17.03.2021 01:06:24
357020141243962430,6-13-01-08-998-01,6-13-01-08-014-60,17.03.2021 01:06:27,17.03.2021 01:07:12
357020141243965189,6-12-01-16-038-40,6-12-01-16-998-01,17.03.2021 01:06:41,17.03.2021 01:07:12
357020141243973986,6-12-03-02-999-01,6-13-01-12-998-01,17.03.2021 01:06:42,17.03.2021 01:06:45
357020141243890191,6-13-01-26-998-01,6-13-01-26-056-10,17.03.2021 01:06:46,17.03.2021 01:07:54
357020141243974594,SPE_32,6-13-01-14-999-01,17.03.2021 01:06:51,17.03.2021 01:08:39
357020141243968296,6-12-20-03-235-01,SPE_22,17.03.2021 01:07:10,17.03.2021 01:07:16
357020141240149582,6-02-01-07-999-01,6-02-80-80-004-01,17.03.2021 01:07:14,17.03.2021 01:07:17
357020141242465185,6-02-01-11-999-01,6-02-80-80-004-01,17.03.2021 01:07:18,17.03.2021 01:07:20
357020141243974136,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:07:18,17.03.2021 01:07:18
357020141243973702,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:07:19,17.03.2021 01:07:19
357020141240149582,6-02-80-80-004-01,6-02-80-80-004-01,17.03.2021 01:07:21,17.03.2021 01:07:22
357020141243954541,6-12-20-02-999-01,SPE_36,17.03.2021 01:07:23,17.03.2021 01:07:26
357020141243811028,6-02-01-07-999-01,6-02-80-80-004-01,17.03.2021 01:07:24,17.03.2021 01:07:25
357020141243946249,6-12-01-04-999-01,6-12-03-80-044-01,17.03.2021 01:07:26,17.03.2021 01:08:05
357020141243954015,6-12-20-02-999-01,SPE_36,17.03.2021 01:07:29,17.03.2021 01:07:31
357020141243963109,6-13-01-08-998-01,6-13-01-08-042-50,17.03.2021 01:07:36,17.03.2021 01:08:27
357020141243889737,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:07:37,17.03.2021 01:07:41
357020141243975317,6-12-03-02-997-01,6-13-01-08-998-01,17.03.2021 01:07:40,17.03.2021 01:09:56
357020141243969736,6-12-20-03-235-01,6-12-44-40-999-01,17.03.2021 01:07:43,17.03.2021 01:09:51
357020141243889751,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:07:44,17.03.2021 01:07:44
357020141243965110,6-12-01-16-032-20,6-12-01-16-998-01,17.03.2021 01:07:49,17.03.2021 01:08:17
357020141239757378,6-12-01-22-029-50,6-12-01-22-999-01,17.03.2021 01:07:54,17.03.2021 01:08:26
357020141243889782,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:08:07,17.03.2021 01:08:07
357020141243946249,6-12-03-80-044-01,6-12-03-80-044-01,17.03.2021 01:08:07,17.03.2021 01:08:08
357020141243889751,6-13-01-20-998-01,6-13-01-20-998-01,17.03.2021 01:08:09,17.03.2021 01:08:09
357020141241052430,6-12-01-06-999-01,6-12-03-80-044-01,17.03.2021 01:08:09,17.03.2021 01:08:12
357020141243889737,6-13-01-20-998-01,6-13-01-20-998-01,17.03.2021 01:08:10,17.03.2021 01:08:10
357020141243924346,6-13-01-20-998-01,6-13-01-20-038-20,17.03.2021 01:08:11,17.03.2021 01:08:12
357020141243890207,6-13-01-26-998-01,6-13-01-26-054-10,17.03.2021 01:08:17,17.03.2021 01:12:23
357020141243972972,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:08:30,17.03.2021 01:08:30
357020141242997969,6-12-01-06-042-23,6-12-01-06-016-50,17.03.2021 01:08:31,17.03.2021 01:08:35
357020141243889737,6-13-01-20-998-01,6-13-01-20-038-10,17.03.2021 01:08:32,17.03.2021 01:09:12
357020141243972712,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:08:32,17.03.2021 01:08:32
357020141243974570,6-12-03-03-998-01,6-13-01-14-999-01,17.03.2021 01:08:43,17.03.2021 01:08:47
357020141243975256,SPE_21,6-13-01-13-998-01,17.03.2021 01:08:50,17.03.2021 01:10:46
357020141243974785,6-13-01-08-998-01,6-13-01-08-036-70,17.03.2021 01:08:50,17.03.2021 01:09:37
357020141243965431,6-02-01-12-888-01,6-02-01-12-080-21,17.03.2021 01:08:55,17.03.2021 01:09:36
357020141243842909,6-02-01-16-999-01,6-02-80-80-004-01,17.03.2021 01:08:57,17.03.2021 01:09:01
357020141243843371,6-02-01-16-999-01,6-02-80-80-004-01,17.03.2021 01:09:03,17.03.2021 01:09:04
357020141243964892,6-12-01-16-018-50,6-12-01-16-998-01,17.03.2021 01:09:12,17.03.2021 01:09:44
357020141243974471,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:09:29,17.03.2021 01:09:29
357020141243889751,6-13-01-20-998-01,6-13-01-20-028-10,17.03.2021 01:09:34,17.03.2021 01:10:14
357020141243954541,SPE_36,6-12-55-06-999-01,17.03.2021 01:09:35,17.03.2021 01:09:40
357020141243974808,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:09:36,17.03.2021 01:09:36
357020141234266998,6-02-01-13-999-01,6-02-80-80-004-01,17.03.2021 01:09:38,17.03.2021 01:10:11
357020141243968845,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:09:41,17.03.2021 01:09:41
357020141243954015,SPE_36,6-12-55-06-999-01,17.03.2021 01:09:42,17.03.2021 01:09:44
357020141243967626,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:09:45,17.03.2021 01:09:45
357020141243969736,6-12-44-40-999-01,6-12-44-39-999-01,17.03.2021 01:09:54,17.03.2021 01:09:55
357020141243974976,6-12-03-02-997-01,6-13-01-08-998-01,17.03.2021 01:09:59,17.03.2021 01:10:03
357020141243970480,6-02-01-12-888-01,6-02-01-12-082-20,17.03.2021 01:10:02,17.03.2021 01:10:41
357020141241335205,6-12-01-27-060-50,6-12-01-27-998-01,17.03.2021 01:10:08,17.03.2021 01:11:07
357020141243969545,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:10:18,17.03.2021 01:10:31
357020141243889782,6-13-01-20-998-01,6-13-01-20-022-10,17.03.2021 01:10:26,17.03.2021 01:10:58
357020141243970329,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:10:34,17.03.2021 01:10:35
357020141243968210,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:10:37,17.03.2021 01:10:38
357020141243975317,6-13-01-08-998-01,6-13-01-08-050-60,17.03.2021 01:10:38,17.03.2021 01:11:23
357020141243967435,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:10:39,17.03.2021 01:10:40
357020141243975737,6-12-03-03-999-01,6-13-01-12-999-01,17.03.2021 01:10:40,17.03.2021 01:12:44
357020141243975645,6-12-03-03-999-01,6-12-01-18-999-01,17.03.2021 01:10:59,17.03.2021 01:13:18
357020141243957689,6-12-01-18-999-01,6-12-01-18-023-40,17.03.2021 01:11:02,17.03.2021 01:11:45
357020141243948717,6-13-03-03-999-01,6-13-03-03-999-01,17.03.2021 01:11:23,17.03.2021 01:11:29
357020141243975744,6-13-03-01-998-01,6-13-01-03-998-01,17.03.2021 01:11:25,17.03.2021 01:12:21
357020141243975669,6-02-03-06-999-01,6-02-01-13-888-01,17.03.2021 01:11:46,17.03.2021 01:15:28
357020141243900739,6-13-01-17-998-01,6-13-01-17-042-40,17.03.2021 01:11:48,17.03.2021 01:12:25
357020141243974976,6-13-01-08-998-01,6-13-01-08-048-60,17.03.2021 01:11:53,17.03.2021 01:12:38
357020141243968296,SPE_22,6-12-03-01-333-01,17.03.2021 01:11:56,17.03.2021 01:11:58
357020141239888409,6-12-01-18-031-70,6-12-01-18-999-01,17.03.2021 01:12:08,17.03.2021 01:13:12
357020141243971005,6-12-03-04-920-01,6-12-80-90-042-01,17.03.2021 01:12:19,17.03.2021 01:30:38
357020141238743648,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:22,17.03.2021 01:12:23
357020141238770903,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:24,17.03.2021 01:12:26
357020141243963543,6-12-01-28-039-70,6-12-01-28-999-01,17.03.2021 01:12:27,17.03.2021 01:13:09
357020141238730563,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:27,17.03.2021 01:12:29
357020141243975898,SPE_25,6-13-01-15-998-01,17.03.2021 01:12:28,17.03.2021 01:14:26
357020141243964892,6-12-01-16-998-01,6-12-03-80-044-01,17.03.2021 01:12:28,17.03.2021 01:13:27
357020141242052415,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:31,17.03.2021 01:12:32
357020141242122972,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:34,17.03.2021 01:12:35
357020141242059032,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:37,17.03.2021 01:12:39
357020141242051968,6-02-80-80-003-01,6-02-80-80-003-01,17.03.2021 01:12:41,17.03.2021 01:12:42
357020141243900753,6-13-01-17-998-01,6-13-01-17-036-30,17.03.2021 01:12:46,17.03.2021 01:13:24
357020141243975775,SPE_33,6-13-01-12-999-01,17.03.2021 01:12:46,17.03.2021 01:12:52
357020141238776035,6-02-01-09-999-01,6-02-80-80-004-01,17.03.2021 01:12:49,17.03.2021 01:12:50
357020141243976086,6-12-03-02-999-01,6-13-01-07-998-01,17.03.2021 01:12:52,17.03.2021 01:15:24
357020141243974716,6-13-01-08-998-01,6-13-01-08-046-60,17.03.2021 01:13:04,17.03.2021 01:13:51
357020141243950192,6-13-80-80-030-01,6-13-01-26-998-01,17.03.2021 01:13:11,17.03.2021 01:13:15
357020141243950185,6-13-80-80-030-01,6-13-01-26-998-01,17.03.2021 01:13:16,17.03.2021 01:13:16
357020141243950178,6-13-80-80-030-01,6-13-01-26-998-01,17.03.2021 01:13:19,17.03.2021 01:13:20
357020141243950161,6-13-80-80-030-01,6-13-01-26-998-01,17.03.2021 01:13:22,17.03.2021 01:13:23
357020141243973573,6-12-03-04-929-01,6-12-80-90-038-01,17.03.2021 01:13:22,17.03.2021 01:13:38
357020141243974129,6-13-20-02-022-01,SPE_13,17.03.2021 01:13:28,17.03.2021 01:13:34
357020141243965110,6-12-01-16-998-01,6-12-03-80-044-01,17.03.2021 01:13:30,17.03.2021 01:13:32
357020141243975638,6-12-03-03-999-01,6-12-01-18-999-01,17.03.2021 01:13:32,17.03.2021 01:13:35
357020141243975638,6-12-03-03-999-01,6-12-01-18-999-01,17.03.2021 01:13:32,17.03.2021 01:13:35
357020141243965189,6-12-01-16-998-01,6-12-03-80-044-01,17.03.2021 01:13:33,17.03.2021 01:13:35
357020141243965608,6-12-01-16-998-01,6-12-03-80-044-01,17.03.2021 01:13:37,17.03.2021 01:13:39
357020141243974150,6-13-20-02-023-01,SPE_13,17.03.2021 01:13:39,17.03.2021 01:13:44
357020141243969576,6-12-03-04-929-01,6-12-80-90-038-01,17.03.2021 01:13:41,17.03.2021 01:13:41
357020141243900791,6-13-01-17-998-01,6-13-01-17-046-60,17.03.2021 01:13:41,17.03.2021 01:14:28
357020141243973658,6-13-20-02-024-01,6-13-20-02-024-01,17.03.2021 01:13:47,17.03.2021 01:13:56
357020141243966018,6-12-01-19-019-70,6-12-01-19-999-01,17.03.2021 01:13:56,17.03.2021 01:14:35
357020141243967558,6-12-20-03-231-01,SPE_20,17.03.2021 01:13:57,17.03.2021 01:14:00
357020141243976420,6-12-03-02-999-01,6-13-01-07-998-01,17.03.2021 01:14:01,17.03.2021 01:16:37
357020141243956064,6-12-20-03-233-01,SPE_22,17.03.2021 01:14:05,17.03.2021 01:14:28
357020141243963376,6-02-01-16-888-01,6-02-01-16-080-10,17.03.2021 01:14:07,17.03.2021 01:14:36
357020141243965424,6-12-20-02-999-01,6-12-55-05-999-01,17.03.2021 01:14:13,17.03.2021 01:15:41
357020141243966155,6-12-01-29-036-10,6-12-01-29-998-01,17.03.2021 01:14:17,17.03.2021 01:14:44
357020141243970626,6-12-20-03-231-01,6-12-44-40-030-01,17.03.2021 01:14:30,17.03.2021 01:16:30
357020141243968340,6-12-20-03-234-01,SPE_32,17.03.2021 01:14:33,17.03.2021 01:14:36
357020141243950185,6-13-01-26-998-01,6-13-01-26-016-40,17.03.2021 01:14:48,17.03.2021 01:16:24
357020141243900722,6-13-01-17-998-01,6-13-01-17-046-40,17.03.2021 01:14:49,17.03.2021 01:15:26
357020141243974860,6-12-03-04-928-01,6-12-80-90-038-01,17.03.2021 01:14:55,17.03.2021 01:14:55
357020141243959416,6-13-01-07-998-01,6-13-01-07-040-40,17.03.2021 01:14:55,17.03.2021 01:15:37
357020141243971555,6-12-03-04-928-01,6-12-80-90-038-01,17.03.2021 01:14:56,17.03.2021 01:14:56
357020141243968197,6-12-20-03-234-01,6-12-44-40-021-01,17.03.2021 01:14:59,17.03.2021 01:16:12
357020141243805935,6-02-01-16-888-01,6-02-01-16-066-20,17.03.2021 01:15:01,17.03.2021 01:15:47
357020141243960528,6-12-20-03-233-01,SPE_22,17.03.2021 01:15:06,17.03.2021 01:15:14
357020141243956064,SPE_22,6-12-55-07-999-01,17.03.2021 01:15:16,17.03.2021 01:17:39
357020141243969262,6-02-03-05-918-01,6-02-80-90-009-01,17.03.2021 01:15:20,17.03.2021 01:15:22
357020141243965639,6-12-01-20-031-50,6-12-01-20-999-01,17.03.2021 01:15:22,17.03.2021 01:15:52
357020141243966605,6-02-03-05-918-01,6-02-80-90-009-01,17.03.2021 01:15:26,17.03.2021 01:15:27
357020141243976246,6-12-03-02-999-01,6-13-01-07-998-01,17.03.2021 01:15:29,17.03.2021 01:15:33
357020141243973658,6-13-20-02-024-01,6-13-77-13-999-01,17.03.2021 01:15:35,17.03.2021 01:16:43
357020141241032432,6-12-01-19-051-60,6-12-01-19-999-01,17.03.2021 01:15:36,17.03.2021 01:16:09
357020141243965158,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:15:46,17.03.2021 01:16:11
357020141243900760,6-13-01-17-998-01,6-13-01-17-034-20,17.03.2021 01:15:51,17.03.2021 01:16:29
357020141243976246,6-13-01-07-998-01,6-13-01-07-044-50,17.03.2021 01:16:02,17.03.2021 01:16:48
357020141243812094,6-02-01-16-888-01,6-02-01-16-062-22,17.03.2021 01:16:07,17.03.2021 01:16:51
357020141243966391,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:16:16,17.03.2021 01:16:17
357020141243963574,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:16:19,17.03.2021 01:16:20
357020141243975799,6-12-03-03-082-01,6-12-03-03-999-01,17.03.2021 01:16:20,17.03.2021 01:16:29
357020141243962355,6-12-03-80-048-01,6-12-03-04-998-18,17.03.2021 01:16:22,17.03.2021 01:16:23
357020141243965158,6-12-03-04-998-18,6-12-03-04-998-18,17.03.2021 01:16:27,17.03.2021 01:16:28
357020141243967558,SPE_20,6-12-44-02-999-01,17.03.2021 01:16:32,17.03.2021 01:17:17
357020141243966094,6-12-01-31-014-10,6-12-01-31-998-01,17.03.2021 01:16:33,17.03.2021 01:16:47
357020141243976451,6-12-03-02-999-01,6-13-01-07-998-01,17.03.2021 01:16:38,17.03.2021 01:16:42
357020141243950178,6-13-01-26-998-01,6-13-01-26-018-60,17.03.2021 01:16:41,17.03.2021 01:17:25
357020141243900784,6-13-01-17-998-01,6-13-01-17-038-20,17.03.2021 01:16:45,17.03.2021 01:17:21
357020141243975515,6-02-20-01-012-01,6-02-22-20-026-01,17.03.2021 01:16:53,17.03.2021 01:18:28
357020141240979783,6-12-01-19-054-50,6-12-01-19-998-01,17.03.2021 01:17:00,17.03.2021 01:17:45
357020141243977342,6-13-03-02-998-01,U_CZMICHBE,17.03.2021 01:17:00,17.03.2021 01:19:54
357020141243976451,6-13-01-07-998-01,6-13-01-07-018-60,17.03.2021 01:17:09,17.03.2021 01:17:46
357020141243973320,6-02-20-01-074-01,6-13-01-08-999-01,17.03.2021 01:17:11,17.03.2021 01:19:21
357020141243890160,6-13-01-17-999-01,6-13-01-17-023-10,17.03.2021 01:17:41,17.03.2021 01:18:36
357020141243950192,6-13-01-26-998-01,6-13-01-26-014-50,17.03.2021 01:17:48,17.03.2021 01:18:50
357020141243974730,6-13-20-02-022-01,6-13-77-01-999-01,17.03.2021 01:17:52,17.03.2021 01:19:03
357020141243970824,6-12-20-03-231-01,SPE_20,17.03.2021 01:18:07,17.03.2021 01:18:10
357020141243712356,6-12-03-01-666-01,6-12-03-01-333-01,17.03.2021 01:18:19,17.03.2021 01:18:23
357020141243976420,6-13-01-07-998-01,6-13-01-07-036-20,17.03.2021 01:18:19,17.03.2021 01:18:58
357020141243126979,6-13-01-16-998-01,6-13-01-16-998-01,17.03.2021 01:18:24,17.03.2021 01:18:30
357020141243923905,6-13-01-16-998-01,6-13-01-16-030-40,17.03.2021 01:18:37,17.03.2021 01:19:08
357020141243971401,6-12-20-03-231-01,6-12-33-30-002-01,17.03.2021 01:18:40,17.03.2021 01:19:58
357020141243890146,6-13-01-17-999-01,6-13-01-17-021-10,17.03.2021 01:18:49,17.03.2021 01:19:22
357020141243890221,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:19:03,17.03.2021 01:19:07
357020141243950161,6-13-01-26-998-01,6-13-01-26-014-40,17.03.2021 01:19:09,17.03.2021 01:19:51
357020141243890290,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:19:11,17.03.2021 01:19:11
357020141243890269,6-13-80-80-030-01,6-13-01-20-998-01,17.03.2021 01:19:13,17.03.2021 01:19:13
